Date,Capacity,Turnover,Open,High,Low,Close,Change,Transaction,rate,Movement,MA5,MA10,MA5_Capacity,BR5,BR10,High-Low,Open-Close,EMA5,EMA10,STD20,RSI14,BB_Middle,BB_Upper,BB_Lower,BB_position,ATR,K,D,MACD,MACD_signal,MACD_hist,ADX,DJI,NASDAQ,SOX,SPX,ADR,tw,TWD
2010-01-04,39511138,2557720928,65.0,65.0,64.0,64.9,0.4,8255,-0.6163328197226536,0,64.5,64.01,46396343.6,-0.7751937984496124,-0.7967505077331747,1.0,0.0999999999999943,64.9,64.9,1.7004333812915169,23.987139958799844,62.69,66.09086676258303,59.28913323741696,0.3250446014097645,0.9928571428571438,9.30543735983774,5.383565142310294,-2.095675787178699,-1.7866769427217777,0.3780508459841074,55.46939952686366,-1.1419618847967494,-0.9658412184527344,-0.4095367294224772,-1.004959776792158,1.4184121571708452,0.04,0.958466454
2010-01-05,38394084,2464115096,65.0,65.1,63.9,64.5,-0.4,9205,-0.6163328197226536,0,64.5,64.01,46396343.6,-0.7751937984496124,-0.7967505077331747,1.1999999999999955,0.5,64.76666666666668,64.82727272727273,1.7004333812915169,23.987139958799844,62.69,66.09086676258303,59.28913323741696,0.3250446014097645,0.9928571428571438,9.30543735983774,5.383565142310294,-2.095675787178699,-1.7866769427217777,0.3780508459841074,55.46939952686366,1.4951036787330674,1.7306049058587458,1.7143108734120285,1.604341766668682,1.223796016657941,0.043251278,-0.634920635
2010-01-06,52734385,3390698544,64.5,64.9,63.7,64.9,0.4,12597,0.6201550387596955,1,64.5,64.01,46396343.6,-0.7751937984496124,-0.7967505077331747,1.2000000000000028,-0.4000000000000057,64.81111111111113,64.8404958677686,1.7004333812915169,23.987139958799844,62.69,66.09086676258303,59.28913323741696,0.3250446014097645,0.9928571428571438,9.30543735983774,5.383565142310294,-2.095675787178699,-1.7866769427217777,0.3780508459841074,55.46939952686366,-0.1128162779486019,0.0125643978269085,0.0928864585855393,0.3115675625823266,-0.4317787873170275,1.415349392,0.0
2010-01-07,53294614,3437221996,64.9,65.0,64.2,64.2,-0.7,11195,-1.078582434514641,0,64.5,64.01,46396343.6,-0.7751937984496124,-0.7967505077331747,0.7999999999999972,0.7000000000000028,64.60740740740742,64.72404207362885,1.7004333812915169,23.987139958799844,62.69,66.09086676258303,59.28913323741696,0.3250446014097645,0.9928571428571438,9.30543735983774,5.383565142310294,-2.095675787178699,-1.7866769427217777,0.3780508459841074,55.46939952686366,0.0157033029034137,-0.3300489526965489,-0.021839766606968,0.0545520630110152,-0.3469539608349725,-1.083142603,0.0
2010-01-08,48047497,3068341466,63.5,64.3,63.5,64.0,-0.2,9804,-0.3115264797507788,0,64.5,64.01,46396343.6,-0.7751937984496124,-0.7967505077331747,0.7999999999999972,-0.5,64.40493827160495,64.59239806024178,1.7004333812915169,23.987139958799844,62.69,66.09086676258303,59.28913323741696,0.3250446014097645,0.9928571428571438,9.30543735983774,5.383565142310294,-2.095675787178699,-1.7866769427217777,0.3780508459841074,55.46939952686366,0.3138043239736543,-0.045197668182273,-1.1028032600617577,0.400120187417663,-3.307170689149197,0.527835172,0.0
2010-01-11,37446686,2413758179,64.0,64.9,63.5,64.5,0.5,8066,0.78125,1,64.42,64.01,45983453.2,0.1241850357031951,-0.7967505077331747,1.4000000000000057,-0.5,64.4366255144033,64.57559841292509,1.7004333812915169,23.987139958799844,62.69,66.09086676258303,59.28913323741696,0.3250446014097645,0.9928571428571438,9.30543735983774,5.383565142310294,-2.095675787178699,-1.7866769427217777,0.3780508459841074,55.46939952686366,0.1068183962969815,0.7443261095817277,1.4849608599418973,0.288172729142877,-0.0900431989541594,0.518301151,0.318471338
2010-01-12,52444792,3337576396,64.4,64.4,63.3,63.6,-0.9,12865,-1.395348837209298,0,64.24000000000001,64.01,48793594.8,-0.996264009962652,-0.7967505077331747,1.1000000000000083,0.8000000000000043,64.15775034293554,64.39821688330234,1.7004333812915169,23.987139958799844,62.69,66.09086676258303,59.28913323741696,0.3250446014097645,0.9928571428571438,9.30543735983774,5.383565142310294,-2.095675787178699,-1.7866769427217777,0.3780508459841074,55.46939952686366,0.4313334272047608,-0.2054234228007434,-0.2882918403286361,0.1746755431637492,-0.5405541406640513,-0.17359818,-0.317460317
2010-01-13,49806496,3129817596,63.0,63.1,62.6,62.8,-0.8,10609,-1.2578616352201366,0,63.82000000000001,64.01,48208017.0,-1.5982450642431998,-0.7967505077331747,0.5,0.2000000000000028,63.70516689529036,64.10763199542919,1.7004333812915169,23.987139958799844,62.69,66.09086676258303,59.28913323741696,0.3250446014097645,0.9928571428571438,9.30543735983774,5.383565142310294,-2.095675787178699,-1.7866769427217777,0.3780508459841074,55.46939952686366,-0.3444345685126415,-1.301665996067625,-3.592268359506512,-0.9381166148364262,-3.079675468106013,-1.357623984,0.318471338
2010-01-14,39254264,2469193916,63.6,63.6,63.0,63.2,0.4,8755,0.6369426751592355,1,63.620000000000005,64.01,45399947.0,-0.6601697579377581,-0.7967505077331747,0.6000000000000014,0.3999999999999986,63.53677793019358,63.94260799626024,1.7004333812915169,23.987139958799844,62.69,66.09086676258303,59.28913323741696,0.3250446014097645,0.9928571428571438,9.30543735983774,5.383565142310294,-2.095675787178699,-1.7866769427217777,0.3780508459841074,55.46939952686366,0.5035142341968779,1.121225560639516,1.5956895882250022,0.8325925658531075,2.616807089401818,1.13974643,0.0
2010-01-15,50011109,3155482441,62.9,63.5,62.8,63.5,0.3,11048,0.4746835443038,1,63.52,64.01,45792669.4,-0.0314861460957228,-0.7967505077331747,0.7000000000000028,-0.6000000000000014,63.52451862012906,63.862133815122014,1.7004333812915169,23.987139958799844,62.69,66.09086676258303,59.28913323741696,0.3250446014097645,0.9928571428571438,9.30543735983774,5.383565142310294,-2.095675787178699,-1.7866769427217777,0.3780508459841074,55.46939952686366,0.2788214215311724,0.3830360182279779,-0.593165359659964,0.2426425438374568,-1.0018350770423234,0.807118956,-0.317460317
2010-01-18,30586332,1924772947,62.8,63.1,62.8,62.9,-0.6,9875,-0.9448818897637824,0,63.2,63.81,44420598.6,-0.4746835443038041,-1.426108760382391,0.3000000000000042,-0.1000000000000014,63.3163457467527,63.68720039419074,1.7004333812915169,23.987139958799844,62.69,66.09086676258303,59.28913323741696,0.3250446014097645,0.9928571428571438,9.30543735983774,5.383565142310294,-2.095675787178699,-1.7866769427217777,0.3780508459841074,55.46939952686366,-0.942056345401998,-1.2409679170380938,-3.442954740006332,-1.0823130159869354,-2.4838862947764384,-0.228194939,0.318471338
2010-01-19,47541231,2970283048,63.0,63.2,62.0,62.5,-0.4,14132,-0.6359300476947549,0,62.98,63.61,43439886.4,-0.7621467132422942,-1.7450086464392385,1.2000000000000028,0.5,63.04423049783514,63.47134577706515,1.7004333812915169,23.987139958799844,62.69,66.09086676258303,59.28913323741696,0.3250446014097645,0.9928571428571438,9.30543735983774,5.383565142310294,-2.095675787178699,-1.7866769427217777,0.3780508459841074,55.46939952686366,-0.942056345401998,-1.2409679170380938,-3.442954740006332,-1.0823130159869354,-2.4838862947764384,-1.065266461,-0.317460317
2010-01-20,52519052,3292097534,62.9,63.2,62.2,63.0,0.5,13043,0.8000000000000007,1,63.02,63.42,43982397.6,-0.0317359568391036,-0.6622516556291418,1.0,-0.1000000000000014,63.02948699855677,63.38564654487149,1.7004333812915169,23.987139958799844,62.69,66.09086676258303,59.28913323741696,0.3250446014097645,0.9928571428571438,9.30543735983774,5.383565142310294,-2.095675787178699,-1.7866769427217777,0.3780508459841074,55.46939952686366,1.0912640154222777,1.416523334791986,1.7901110713958168,1.2499626599363545,3.3962254398302694,-0.340283671,-0.318471338
