Date,Close,High,Low,Open,Volume,rate
2009-12-01,7649.19482421875,7659.784619297289,7548.975069992204,7615.915192018085,4044400,
2009-12-02,7677.5849609375,7741.814647293593,7671.955103904546,7715.604806372963,4569600,0.3711519626727444
2009-12-03,7684.634765625,7737.994384792617,7658.47472905392,7733.4743859398,3625600,0.09182320642973085
2009-12-04,7650.875,7707.074448791262,7650.734863925184,7685.104823180568,3648400,-0.4393151614181412
2009-12-07,7775.6044921875,7783.164516124973,7704.654622119791,7704.654622119791,4278400,1.6302644101164887
2009-12-08,7768.67431640625,7802.234221019151,7730.974294070447,7802.234221019151,4230200,-0.08912716417370792
2009-12-09,7797.38427734375,7797.38427734375,7742.884526480897,7747.564680867548,4522800,0.369560619588194
2009-12-10,7677.875,7829.374306299271,7631.025116864851,7822.624337206728,5702200,-1.5326842065614077
2009-12-11,7795.0341796875,7795.0341796875,7700.724552345542,7709.924705588291,4659000,1.525932366540217
2009-12-14,7819.09423828125,7841.474019072112,7770.164773833661,7793.104610665173,4857800,0.3086587953192943
2009-12-15,7807.58447265625,7846.743961847346,7792.524482816963,7838.493999511497,4637400,-0.14720075336411842
2009-12-16,7751.564453125,7801.263931619853,7724.544557841121,7801.263931619853,3958400,-0.7175076968740313
2009-12-17,7742.13427734375,7836.394097280893,7728.84429946787,7804.664262895256,4446200,-0.1216551295970758
2009-12-18,7753.59423828125,7753.59423828125,7687.964657178587,7690.4045873680825,3473600,0.1480206946427698
2009-12-21,7787.234375,7827.104309690729,7787.234375,7797.614210300849,3749600,0.43386506547713477
2009-12-22,7855.96337890625,7871.5531499835,7823.303374903023,7850.013211330851,3844600,0.8825855316092257
2009-12-23,7901.462890625,7910.842729384904,7873.183238284691,7892.712931719353,4158200,0.579171637191167
2009-12-24,7963.5029296875,7988.112678289017,7928.052899569699,7935.302865785356,4802600,0.7851715552079641
2009-12-25,7972.552734375,8008.962721149564,7965.3330414175825,8007.462728131493,4429400,0.11364100405819588
2009-12-28,8057.45263671875,8079.5824162693525,8007.502674482582,8007.502674482582,5306400,1.0649023615446174
2009-12-29,8053.79248046875,8087.972008407879,8031.452741007735,8087.972008407879,4764000,-0.045425724667869094
2009-12-30,8112.2421875,8118.592255725709,8060.2927212379645,8078.872713250625,5184200,0.7257414090690473
2009-12-31,8188.072265625,8188.76220386322,8138.542707896553,8155.1324754703355,5857800,0.9347610237998794
2010-01-04,8207.8095703125,8240.409997219685,8143.410470399538,8222.379811736435,6429400,0.24104946863208188
2010-01-05,8211.3603515625,8283.599257133967,8162.5002382447055,8277.669598547322,6762000,0.04326100915941211
2010-01-06,8327.580078125,8327.830076923005,8216.880415057243,8237.060005533634,6421600,1.4153528963125384
2010-01-07,8237.3798828125,8369.509123390333,8233.549823304098,8344.519010483653,7133000,-1.083150140452438
2010-01-08,8280.8603515625,8290.620069997962,8178.890629755933,8266.830145962913,5764400,0.5278434328459536
2010-01-11,8323.7802734375,8357.860187631237,8281.679890011339,8291.479647560027,5857000,0.5183026890062337
2010-01-12,8309.330078125,8356.929458139206,8262.540264522346,8343.690264120647,5246000,-0.1736013546466686
2010-01-13,8196.51953125,8257.789739764525,8194.769539798508,8229.209801249262,4925600,-1.357637087639385
2010-01-14,8289.9404296875,8313.90027490285,8237.630135462705,8245.820525591953,4837200,1.1397630186974261
2010-01-15,8356.849609375,8380.190317858267,8325.780422295165,8340.559648360424,5643400,0.8071129129937793
2010-01-18,8337.7802734375,8367.610208315426,8290.340071563776,8290.340071563776,5100400,-0.2281880951418236
2010-01-19,8248.9599609375,8395.348898827748,8227.259870953581,8387.619444157719,5582400,-1.0652752841540325
2010-01-20,8220.8896484375,8309.149960761528,8191.400045970059,8309.149960761528,5009800,-0.3402891107839756
2010-01-21,8127.83251953125,8208.171991647627,8107.512301028339,8189.462117258098,4596800,-1.131959348510858
2010-01-22,7927.27294921875,8015.91267099472,7912.813055971313,7986.392789652777,4907200,-2.467565243631109
2010-01-25,7872.95361328125,7938.103212581224,7828.303430346859,7845.26331239536,3663800,-0.68522096167829
2010-01-26,7598.77490234375,7922.033172392331,7572.545043229231,7902.993221419461,5680000,-3.482539392521955
2010-01-27,7559.99462890625,7656.914588355523,7530.3751377395465,7639.684688010994,3986200,-0.5103490225185969
2010-01-28,7694.544921875,7756.734579137722,7607.5252999349805,7630.125294332225,3931200,1.7797670444670066
2010-01-29,7640.40478515625,7649.694781472136,7481.865475590125,7593.344943101756,3949400,-0.7036171374454336
2010-02-01,7524.63525390625,7661.664896012238,7493.775532803831,7653.854873401311,3222400,-1.5152277203285935
2010-02-02,7429.57568359375,7635.694852532107,7398.76576674071,7633.705115592121,3759800,-1.263311338089801
2010-02-03,7547.94482421875,7550.784654741601,7441.885259621267,7523.754995482066,3152400,1.5932153553047002
2010-02-04,7542.00537109375,7578.1453416896575,7504.925463412156,7563.155176219221,2813800,-0.0786896733259379
2010-02-05,7217.796875,7352.946155633478,7196.357032220768,7323.126468590492,4614600,-4.298704126310282
2010-02-08,7215.8466796875,7253.206859340206,7173.147169134536,7236.596584208521,3033600,-0.027019260118765764
2010-02-09,7361.00634765625,7381.786037703632,7197.0969416213875,7225.676888935657,3730000,2.0116789395951518
2010-02-10,7441.8056640625,7496.305413749002,7404.936204495072,7438.085954584363,3984400,1.0976667128126616
