Date,Capacity,Turnover,Open,High,Low,Close,Change,Transaction,MA5,MA10,MA5_Capacity,BR5,BR10,High-Low,Open-Close,EMA5,EMA10,K,D,MACD,MACD_signal,MACD_hist,RSI14,STD20,ADX
2010-01-04,39511138,2557720928,65.0,65.0,64.0,64.9,0.4,8255,,,,,,1.0,0.0999999999999943,64.9,64.9,,,,,,,,
2010-01-05,38394084,2464115096,65.0,65.1,63.9,64.5,-0.4,9205,,,,,,1.1999999999999955,0.5,64.76666666666668,64.82727272727273,,,,,,0.0,,
2010-01-06,52734385,3390698544,64.5,64.9,63.7,64.9,0.4,12597,,,,,,1.2000000000000028,-0.4000000000000057,64.81111111111113,64.8404958677686,,,,,,7.142857142857142,,
2010-01-07,53294614,3437221996,64.9,65.0,64.2,64.2,-0.7,11195,,,,,,0.7999999999999972,0.7000000000000028,64.60740740740742,64.72404207362885,,,,,,6.295399515738506,,
2010-01-08,48047497,3068341466,63.5,64.3,63.5,64.0,-0.2,9804,64.5,,46396343.6,-0.7751937984496124,,0.7999999999999972,-0.5,64.40493827160495,64.59239806024178,,,,,,6.073674752920042,,
2010-01-11,37446686,2413758179,64.0,64.9,63.5,64.5,0.5,8066,64.42,,45983453.2,0.1241850357031951,,1.4000000000000057,-0.5,64.4366255144033,64.57559841292509,,,,,,14.208698945773529,,
2010-01-12,52444792,3337576396,64.4,64.4,63.3,63.6,-0.9,12865,64.24000000000001,,48793594.8,-0.996264009962652,,1.1000000000000083,0.8000000000000043,64.15775034293554,64.39821688330234,,,,,,12.16611214457429,,
2010-01-13,49806496,3129817596,63.0,63.1,62.6,62.8,-0.8,10609,63.82000000000001,,48208017.0,-1.5982450642431998,,0.5,0.2000000000000028,63.70516689529036,64.10763199542919,,,,,,10.694424069080751,,
2010-01-14,39254264,2469193916,63.6,63.6,63.0,63.2,0.4,8755,63.620000000000005,,45399947.0,-0.6601697579377581,,0.6000000000000014,0.3999999999999986,63.53677793019358,63.94260799626024,,,,,,16.155677175717987,,
2010-01-15,50011109,3155482441,62.9,63.5,62.8,63.5,0.3,11048,63.52,64.01,45792669.4,-0.0314861460957228,-0.7967505077331747,0.7000000000000028,-0.6000000000000014,63.52451862012906,63.862133815122014,,,,,,20.10202575956749,,
2010-01-18,30586332,1924772947,62.8,63.1,62.8,62.9,-0.6,9875,63.2,63.81,44420598.6,-0.4746835443038041,-1.426108760382391,0.3000000000000042,-0.1000000000000014,63.3163457467527,63.68720039419074,,,,,,18.25173253844738,,
2010-01-19,47541231,2970283048,63.0,63.2,62.0,62.5,-0.4,14132,62.98,63.61,43439886.4,-0.7621467132422942,-1.7450086464392385,1.2000000000000028,0.5,63.04423049783514,63.47134577706515,,,,,,17.120356538733997,,
2010-01-20,52519052,3292097534,62.9,63.2,62.2,63.0,0.5,13043,63.02,63.42,43982397.6,-0.0317359568391036,-0.6622516556291418,1.0,-0.1000000000000014,63.02948699855677,63.38564654487149,,,,,,23.50356134132192,,
2010-01-21,24842055,1552278255,63.0,63.0,62.1,62.6,-0.4,8212,62.9,63.260000000000005,41099955.8,-0.4769475357710606,-1.043313310148599,0.8999999999999986,0.3999999999999986,62.88632466570452,63.24280171853121,,,,,,22.041054382567214,,55.46939952686366
2010-01-22,64001109,3916952764,61.5,61.7,61.0,61.1,-1.5,18967,62.42,62.970000000000006,43897955.8,-2.114706824735662,-2.9696680959186983,0.7000000000000028,0.3999999999999986,62.290883110469686,62.85320140607099,,,,,,17.614624340087328,,56.3183301749542
2010-01-25,62230836,3759976086,60.1,60.8,60.1,60.4,-0.7,18763,61.92,62.56,50226856.6,-2.454780361757111,-3.452685421994891,0.6999999999999957,-0.2999999999999971,61.66058874031313,62.40716478678535,9.30543735983774,,,,,15.999793346196553,,57.55058593925338
2010-01-26,80078237,4839012506,60.6,61.2,60.0,60.1,-0.3,17643,61.44000000000001,62.21,56734257.8,-2.18098958333335,-3.3917376627551827,1.2000000000000028,0.5,61.14039249354209,61.9876802800971,3.5204911232785827,,,,,15.350294619248968,,57.659387213047886
