Date,Capacity,Turnover,Open,High,Low,Close,Change,Transaction,MA5,MA10,MA5_Capacity,BR5,BR10,High-Low,Open-Close,EMA5,EMA10,K,D,MACD,MACD_signal,MACD_hist,RSI14,STD20,ADX,RSI,DJI,NASDAQ,SOX,SPX,ADR,twclose,twopen,Movement,rate
2010-01-18,30586332,1924772947,62.8,63.1,62.8,62.9,-0.6,9875,63.2,63.81,44420598.6,-0.4746835443038041,-1.426108760382391,0.3000000000000042,-0.1000000000000014,63.3163457467527,63.68720039419074,9.30543735983774,5.383565142310294,-2.095675787178699,-1.7866769427217777,0.3780508459841074,18.25173253844738,1.7004333812915169,55.46939952686366,23.987139958799844,10609.65,2287.99,344.7,1136.0,10.6,8337.82,8387.66,0,-0.1589825119236887
2010-01-19,47541231,2970283048,63.0,63.2,62.0,62.5,-0.4,14132,62.98,63.61,43439886.4,-0.7621467132422942,-1.7450086464392385,1.2000000000000028,0.5,63.04423049783514,63.47134577706515,9.30543735983774,5.383565142310294,-2.095675787178699,-1.7866769427217777,0.3780508459841074,17.120356538733997,1.7004333812915169,55.46939952686366,23.987139958799844,10725.43,2320.4,350.8,1150.2,10.96,8249.0,8309.19,0,0.8000000000000007
2010-01-20,52519052,3292097534,62.9,63.2,62.2,63.0,0.5,13043,63.02,63.42,43982397.6,-0.0317359568391036,-0.6622516556291418,1.0,-0.1000000000000014,63.02948699855677,63.38564654487149,9.30543735983774,5.383565142310294,-2.095675787178699,-1.7866769427217777,0.3780508459841074,23.50356134132192,1.7004333812915169,55.46939952686366,23.987139958799844,10603.15,2291.25,349.8,1138.0,10.8,8220.93,8189.5,1,-0.1587301587301581
2010-01-21,24842055,1552278255,63.0,63.0,62.1,62.6,-0.4,8212,62.9,63.260000000000005,41099955.8,-0.4769475357710606,-1.043313310148599,0.8999999999999986,0.3999999999999986,62.88632466570452,63.24280171853121,9.30543735983774,5.383565142310294,-2.095675787178699,-1.7866769427217777,0.3780508459841074,22.04105438256721,1.7004333812915169,55.46939952686366,23.987139958799844,10389.88,2265.7,347.9,1116.5,10.59,8127.87,7986.43,0,0.6389776357827559
2010-01-22,64001109,3916952764,61.5,61.7,61.0,61.1,-1.5,18967,62.42,62.970000000000006,43897955.8,-2.114706824735662,-2.9696680959186983,0.7000000000000028,0.3999999999999986,62.290883110469686,62.85320140607099,9.30543735983774,5.383565142310294,-2.095675787178699,-1.7866769427217777,0.3780508459841074,17.614624340087328,1.7004333812915169,56.3183301749542,23.987139958799844,10172.98,2205.29,329.5,1091.8,10.09,7927.31,7845.3,0,0.6546644844517058
2010-01-25,62230836,3759976086,60.1,60.8,60.1,60.4,-0.7,18763,61.92,62.56,50226856.6,-2.454780361757111,-3.452685421994891,0.6999999999999957,-0.2999999999999971,61.66058874031313,62.40716478678535,9.30543735983774,5.383565142310294,-2.095675787178699,-1.7866769427217777,0.3780508459841074,15.999793346196553,1.7004333812915169,57.55058593925338,21.08868071401605,10196.86,2210.8,334.2,1096.8,10.15,7872.99,7903.03,0,-0.4966887417218513
2010-01-26,80078237,4839012506,60.6,61.2,60.0,60.1,-0.3,17643,61.44000000000001,62.21,56734257.8,-2.18098958333335,-3.3917376627551827,1.2000000000000028,0.5,61.14039249354209,61.9876802800971,3.5204911232785827,5.383565142310294,-2.095675787178699,-1.7866769427217777,0.3780508459841074,15.350294619248968,1.7004333812915169,57.659387213047886,19.97470189421398,10194.29,2203.73,333.5,1092.2,10.0,7598.81,7639.72,0,0.8319467554076532
2010-01-27,53876237,3227674030,60.1,60.4,59.5,59.6,-0.5,13505,60.760000000000005,61.89000000000001,57005694.8,-1.9091507570770303,-3.700113103894015,0.8999999999999986,0.5,60.62692832902806,61.55355659280672,3.324766943814561,5.383565142310294,-2.095675787178699,-1.7866769427217777,0.3780508459841074,14.30780804898516,1.7004333812915169,58.05585973760044,18.24487790197485,10236.16,2221.41,337.4,1097.5,9.99,7560.03,7630.16,0,0.8389261744966348
2010-01-28,44033633,2666239239,60.5,61.5,59.8,60.0,0.4,11197,60.24,61.57000000000001,60844010.4,-0.3984063745019836,-2.5499431541335182,1.7000000000000028,0.5,60.417952219352046,61.27109175775095,4.370370370370384,3.7385428124878426,-2.095675787178699,-1.7866769427217777,0.3780508459841074,19.04449631038388,1.7004333812915169,56.17185638228332,23.92111367966845,10120.46,2179.0,327.2,1084.5,10.05,7694.58,7593.38,1,0.8333333333333304
2010-01-29,98124608,5948654037,60.1,61.5,59.4,61.5,1.5,18337,60.32000000000001,61.370000000000005,67668710.2,1.9562334217506507,0.2118298843082865,2.1000000000000014,-1.3999999999999986,60.778634812901366,61.312711438159866,17.7037037037037,8.466280339296214,-2.095675787178699,-1.7866769427217777,0.3780508459841074,33.81816364919737,1.7004333812915169,54.76565073158456,40.58144076000408,10067.33,2147.35,316.1,1073.9,10.16,7640.44,7653.89,1,-2.276422764227637
2010-02-01,82234872,4934428435,60.7,60.7,59.5,59.8,-1.7,16893,60.2,61.06,71669517.4,-0.6644518272425343,-2.0635440550278497,1.2000000000000028,0.9000000000000057,60.45242320860091,61.03767299485807,20.261022927689567,14.111699000587883,-2.095675787178699,-1.7866769427217777,0.3780508459841074,27.657851455791683,1.733652973227028,53.45988834164999,32.02254764329443,10185.53,2171.2,325.7,1089.2,10.08,7524.67,7633.74,0,1.5050167224080369
2010-02-02,72141345,4296416714,60.2,60.4,59.0,59.0,-0.8,15211,59.98,60.71,70082139.0,-1.633877959319768,-2.8166694119584923,1.3999999999999986,1.2000000000000028,59.96828213906728,60.66718699579296,17.17460317460315,18.37977660199881,-2.095675787178699,-1.7866769427217777,0.3780508459841074,25.32036840812232,1.822779831957068,52.66717336973173,28.930334991715117,10296.85,2190.06,328.7,1103.3,9.96,7429.61,7523.79,0,2.033898305084758
